"DATE_NAME","GEOGRAPHY_NAME","VARIABLE_NAME","OBS_VALUE"
"Jul 2010-Jun 2011","East","Unemployment rate - aged 16+",6.7
"Jul 2010-Jun 2011","London","Economic activity rate - aged 16-64",74.3
"Jul 2010-Jun 2011","London","Employment rate - aged 16-64",67.3
"Jul 2010-Jun 2011","London","Unemployment rate - aged 16+",9.3
"Jul 2010-Jun 2011","South East","Economic activity rate - aged 16-64",79.5
"Jul 2010-Jun 2011","South East","Employment rate - aged 16-64",74.8
"Jul 2010-Jun 2011","South East","Unemployment rate - aged 16+",5.9
"Jul 2010-Jun 2011","South West","Economic activity rate - aged 16-64",78.4
"Jul 2010-Jun 2011","South West","Employment rate - aged 16-64",73.7
"Jul 2010-Jun 2011","South West","Unemployment rate - aged 16+",5.9
"Jul 2010-Jun 2011","Wales","Economic activity rate - aged 16-64",72.8
"Jul 2010-Jun 2011","Wales","Employment rate - aged 16-64",66.4
"Jul 2010-Jun 2011","Wales","Unemployment rate - aged 16+",8.5
"Jul 2010-Jun 2011","Scotland","Economic activity rate - aged 16-64",76.9
"Jul 2010-Jun 2011","Scotland","Employment rate - aged 16-64",70.9
"Jul 2010-Jun 2011","Scotland","Unemployment rate - aged 16+",7.8
"Oct 2010-Sep 2011","North East","Economic activity rate - aged 16-64",72.5
"Oct 2010-Sep 2011","North East","Employment rate - aged 16-64",64.9
"Oct 2010-Sep 2011","North East","Unemployment rate - aged 16+",10.3
"Oct 2010-Sep 2011","North West","Economic activity rate - aged 16-64",74.3
"Oct 2010-Sep 2011","North West","Employment rate - aged 16-64",68.2
"Oct 2010-Sep 2011","North West","Unemployment rate - aged 16+",8.1
"Oct 2010-Sep 2011","Yorkshire and The Humber","Economic activity rate - aged 16-64",74.9
"Oct 2010-Sep 2011","Yorkshire and The Humber","Employment rate - aged 16-64",67.7
"Oct 2010-Sep 2011","Yorkshire and The Humber","Unemployment rate - aged 16+",9.4
"Oct 2010-Sep 2011","East Midlands","Economic activity rate - aged 16-64",76.8
"Oct 2010-Sep 2011","East Midlands","Employment rate - aged 16-64",70.9
"Oct 2010-Sep 2011","East Midlands","Unemployment rate - aged 16+",7.6
"Oct 2010-Sep 2011","West Midlands","Economic activity rate - aged 16-64",73.8
"Oct 2010-Sep 2011","West Midlands","Employment rate - aged 16-64",67.0
"Oct 2010-Sep 2011","West Midlands","Unemployment rate - aged 16+",9.0
"Oct 2010-Sep 2011","East","Economic activity rate - aged 16-64",78.6
"Oct 2010-Sep 2011","East","Employment rate - aged 16-64",73.3
"Oct 2010-Sep 2011","East","Unemployment rate - aged 16+",6.6
"Oct 2010-Sep 2011","London","Economic activity rate - aged 16-64",74.3
"Oct 2010-Sep 2011","London","Employment rate - aged 16-64",67.2
"Oct 2010-Sep 2011","London","Unemployment rate - aged 16+",9.5
"Oct 2010-Sep 2011","South East","Economic activity rate - aged 16-64",79.2
"Oct 2010-Sep 2011","South East","Employment rate - aged 16-64",74.4
"Oct 2010-Sep 2011","South East","Unemployment rate - aged 16+",5.9
"Oct 2010-Sep 2011","South West","Economic activity rate - aged 16-64",78.5
"Oct 2010-Sep 2011","South West","Employment rate - aged 16-64",73.7
"Oct 2010-Sep 2011","South West","Unemployment rate - aged 16+",6.0
"Oct 2010-Sep 2011","Wales","Economic activity rate - aged 16-64",72.6
"Oct 2010-Sep 2011","Wales","Employment rate - aged 16-64",66.3
"Oct 2010-Sep 2011","Wales","Unemployment rate - aged 16+",8.5
"Oct 2010-Sep 2011","Scotland","Economic activity rate - aged 16-64",76.8
"Oct 2010-Sep 2011","Scotland","Employment rate - aged 16-64",70.5
"Oct 2010-Sep 2011","Scotland","Unemployment rate - aged 16+",8.0
"Jan 2011-Dec 2011","North East","Economic activity rate - aged 16-64",72.6
"Jan 2011-Dec 2011","North East","Employment rate - aged 16-64",64.9
"Jan 2011-Dec 2011","North East","Unemployment rate - aged 16+",10.4
"Jan 2011-Dec 2011","North West","Economic activity rate - aged 16-64",74.7
"Jan 2011-Dec 2011","North West","Employment rate - aged 16-64",68.3
"Jan 2011-Dec 2011","North West","Unemployment rate - aged 16+",8.4
"Jan 2011-Dec 2011","Yorkshire and The Humber","Economic activity rate - aged 16-64",74.8
"Jan 2011-Dec 2011","Yorkshire and The Humber","Employment rate - aged 16-64",67.6
"Jan 2011-Dec 2011","Yorkshire and The Humber","Unemployment rate - aged 16+",9.4
"Jan 2011-Dec 2011","East Midlands","Economic activity rate - aged 16-64",77.2
"Jan 2011-Dec 2011","East Midlands","Employment rate - aged 16-64",70.8
"Jan 2011-Dec 2011","East Midlands","Unemployment rate - aged 16+",8.1
"Jan 2011-Dec 2011","West Midlands","Economic activity rate - aged 16-64",74.2
"Jan 2011-Dec 2011","West Midlands","Employment rate - aged 16-64",67.2
"Jan 2011-Dec 2011","West Midlands","Unemployment rate - aged 16+",9.3
"Jan 2011-Dec 2011","East","Economic activity rate - aged 16-64",79.1
"Jan 2011-Dec 2011","East","Employment rate - aged 16-64",73.7
"Jan 2011-Dec 2011","East","Unemployment rate - aged 16+",6.7
"Jan 2011-Dec 2011","London","Economic activity rate - aged 16-64",74.4
"Jan 2011-Dec 2011","London","Employment rate - aged 16-64",67.3
"Jan 2011-Dec 2011","London","Unemployment rate - aged 16+",9.5
"Jan 2011-Dec 2011","South East","Economic activity rate - aged 16-64",79.1
"Jan 2011-Dec 2011","South East","Employment rate - aged 16-64",74.2
"Jan 2011-Dec 2011","South East","Unemployment rate - aged 16+",5.9
"Jan 2011-Dec 2011","South West","Economic activity rate - aged 16-64",78.4
"Jan 2011-Dec 2011","South West","Employment rate - aged 16-64",73.6
"Jan 2011-Dec 2011","South West","Unemployment rate - aged 16+",6.0
"Jan 2011-Dec 2011","Wales","Economic activity rate - aged 16-64",73.0
"Jan 2011-Dec 2011","Wales","Employment rate - aged 16-64",66.8
"Jan 2011-Dec 2011","Wales","Unemployment rate - aged 16+",8.3
"Jan 2011-Dec 2011","Scotland","Economic activity rate - aged 16-64",76.9
"Jan 2011-Dec 2011","Scotland","Employment rate - aged 16-64",70.5
"Jan 2011-Dec 2011","Scotland","Unemployment rate - aged 16+",8.2
"Apr 2011-Mar 2012","North East","Economic activity rate - aged 16-64",73.1
"Apr 2011-Mar 2012","North East","Employment rate - aged 16-64",65.1
"Apr 2011-Mar 2012","North East","Unemployment rate - aged 16+",10.7
"Apr 2011-Mar 2012","North West","Economic activity rate - aged 16-64",74.8
"Apr 2011-Mar 2012","North West","Employment rate - aged 16-64",68.2
"Apr 2011-Mar 2012","North West","Unemployment rate - aged 16+",8.8
"Apr 2011-Mar 2012","Yorkshire and The Humber","Economic activity rate - aged 16-64",74.8
"Apr 2011-Mar 2012","Yorkshire and The Humber","Employment rate - aged 16-64",67.5
"Apr 2011-Mar 2012","Yorkshire and The Humber","Unemployment rate - aged 16+",9.6
"Apr 2011-Mar 2012","East Midlands","Economic activity rate - aged 16-64",77.5
"Apr 2011-Mar 2012","East Midlands","Employment rate - aged 16-64",71.2
"Apr 2011-Mar 2012","East Midlands","Unemployment rate - aged 16+",8.0
"Apr 2011-Mar 2012","West Midlands","Economic activity rate - aged 16-64",74.3
"Apr 2011-Mar 2012","West Midlands","Employment rate - aged 16-64",67.4
"Apr 2011-Mar 2012","West Midlands","Unemployment rate - aged 16+",9.1
"Apr 2011-Mar 2012","East","Economic activity rate - aged 16-64",79.5
"Apr 2011-Mar 2012","East","Employment rate - aged 16-64",74.1
"Apr 2011-Mar 2012","East","Unemployment rate - aged 16+",6.7
"Apr 2011-Mar 2012","London","Economic activity rate - aged 16-64",74.5
"Apr 2011-Mar 2012","London","Employment rate - aged 16-64",67.2
"Apr 2011-Mar 2012","London","Unemployment rate - aged 16+",9.6
"Apr 2011-Mar 2012","South East","Economic activity rate - aged 16-64",79.4
"Apr 2011-Mar 2012","South East","Employment rate - aged 16-64",74.6
"Apr 2011-Mar 2012","South East","Unemployment rate - aged 16+",6.0
"Apr 2011-Mar 2012","South West","Economic activity rate - aged 16-64",78.5
"Apr 2011-Mar 2012","South West","Employment rate - aged 16-64",73.5
"Apr 2011-Mar 2012","South West","Unemployment rate - aged 16+",6.1
"Apr 2011-Mar 2012","Wales","Economic activity rate - aged 16-64",73.0
"Apr 2011-Mar 2012","Wales","Employment rate - aged 16-64",66.7
"Apr 2011-Mar 2012","Wales","Unemployment rate - aged 16+",8.4
"Apr 2011-Mar 2012","Scotland","Economic activity rate - aged 16-64",76.7
"Apr 2011-Mar 2012","Scotland","Employment rate - aged 16-64",70.4
"Apr 2011-Mar 2012","Scotland","Unemployment rate - aged 16+",8.1
"Jul 2011-Jun 2012","North East","Economic activity rate - aged 16-64",73.6
"Jul 2011-Jun 2012","North East","Employment rate - aged 16-64",65.2
"Jul 2011-Jun 2012","North East","Unemployment rate - aged 16+",11.2
"Jul 2011-Jun 2012","North West","Economic activity rate - aged 16-64",75.2
"Jul 2011-Jun 2012","North West","Employment rate - aged 16-64",68.5
"Jul 2011-Jun 2012","North West","Unemployment rate - aged 16+",8.7
"Jul 2011-Jun 2012","Yorkshire and The Humber","Economic activity rate - aged 16-64",75.3
"Jul 2011-Jun 2012","Yorkshire and The Humber","Employment rate - aged 16-64",67.8
"Jul 2011-Jun 2012","Yorkshire and The Humber","Unemployment rate - aged 16+",9.8
"Jul 2011-Jun 2012","East Midlands","Economic activity rate - aged 16-64",77.4
"Jul 2011-Jun 2012","East Midlands","Employment rate - aged 16-64",71.0
"Jul 2011-Jun 2012","East Midlands","Unemployment rate - aged 16+",8.1
"Jul 2011-Jun 2012","West Midlands","Economic activity rate - aged 16-64",74.3
"Jul 2011-Jun 2012","West Midlands","Employment rate - aged 16-64",67.5
"Jul 2011-Jun 2012","West Midlands","Unemployment rate - aged 16+",9.0
"Jul 2011-Jun 2012","East","Economic activity rate - aged 16-64",79.4
"Jul 2011-Jun 2012","East","Employment rate - aged 16-64",74.0
"Jul 2011-Jun 2012","East","Unemployment rate - aged 16+",6.7
"Jul 2011-Jun 2012","London","Economic activity rate - aged 16-64",74.5
"Jul 2011-Jun 2012","London","Employment rate - aged 16-64",67.3
"Jul 2011-Jun 2012","London","Unemployment rate - aged 16+",9.5
"Jul 2011-Jun 2012","South East","Economic activity rate - aged 16-64",79.3
"Jul 2011-Jun 2012","South East","Employment rate - aged 16-64",74.5
"Jul 2011-Jun 2012","South East","Unemployment rate - aged 16+",5.9
"Jul 2011-Jun 2012","South West","Economic activity rate - aged 16-64",78.7
"Jul 2011-Jun 2012","South West","Employment rate - aged 16-64",73.7
"Jul 2011-Jun 2012","South West","Unemployment rate - aged 16+",6.2
"Jul 2011-Jun 2012","Wales","Economic activity rate - aged 16-64",73.3
"Jul 2011-Jun 2012","Wales","Employment rate - aged 16-64",67.0
"Jul 2011-Jun 2012","Wales","Unemployment rate - aged 16+",8.4
"Jul 2011-Jun 2012","Scotland","Economic activity rate - aged 16-64",77.0
"Jul 2011-Jun 2012","Scotland","Employment rate - aged 16-64",70.7
"Jul 2011-Jun 2012","Scotland","Unemployment rate - aged 16+",8.1
"Oct 2011-Sep 2012","North East","Economic activity rate - aged 16-64",73.9
"Oct 2011-Sep 2012","North East","Employment rate - aged 16-64",65.7
"Oct 2011-Sep 2012","North East","Unemployment rate - aged 16+",10.8
"Oct 2011-Sep 2012","North West","Economic activity rate - aged 16-64",75.2
"Oct 2011-Sep 2012","North West","Employment rate - aged 16-64",68.5
"Oct 2011-Sep 2012","North West","Unemployment rate - aged 16+",8.7
"Oct 2011-Sep 2012","Yorkshire and The Humber","Economic activity rate - aged 16-64",75.7
"Oct 2011-Sep 2012","Yorkshire and The Humber","Employment rate - aged 16-64",68.5
"Oct 2011-Sep 2012","Yorkshire and The Humber","Unemployment rate - aged 16+",9.3
"Oct 2011-Sep 2012","East Midlands","Economic activity rate - aged 16-64",77.7
"Oct 2011-Sep 2012","East Midlands","Employment rate - aged 16-64",71.2
"Oct 2011-Sep 2012","East Midlands","Unemployment rate - aged 16+",8.2
"Oct 2011-Sep 2012","West Midlands","Economic activity rate - aged 16-64",74.6
"Oct 2011-Sep 2012","West Midlands","Employment rate - aged 16-64",68.0
"Oct 2011-Sep 2012","West Midlands","Unemployment rate - aged 16+",8.7
"Oct 2011-Sep 2012","East","Economic activity rate - aged 16-64",79.8
"Oct 2011-Sep 2012","East","Employment rate - aged 16-64",74.1
"Oct 2011-Sep 2012","East","Unemployment rate - aged 16+",6.9
"Oct 2011-Sep 2012","London","Economic activity rate - aged 16-64",74.9
"Oct 2011-Sep 2012","London","Employment rate - aged 16-64",67.9
"Oct 2011-Sep 2012","London","Unemployment rate - aged 16+",9.2
"Oct 2011-Sep 2012","South East","Economic activity rate - aged 16-64",79.4
"Oct 2011-Sep 2012","South East","Employment rate - aged 16-64",74.7
"Oct 2011-Sep 2012","South East","Unemployment rate - aged 16+",5.8
"Oct 2011-Sep 2012","South West","Economic activity rate - aged 16-64",78.5
"Oct 2011-Sep 2012","South West","Employment rate - aged 16-64",73.7
"Oct 2011-Sep 2012","South West","Unemployment rate - aged 16+",5.9
"Oct 2011-Sep 2012","Wales","Economic activity rate - aged 16-64",73.4
"Oct 2011-Sep 2012","Wales","Employment rate - aged 16-64",67.2
"Oct 2011-Sep 2012","Wales","Unemployment rate - aged 16+",8.4
"Oct 2011-Sep 2012","Scotland","Economic activity rate - aged 16-64",76.9
"Oct 2011-Sep 2012","Scotland","Employment rate - aged 16-64",70.6
"Oct 2011-Sep 2012","Scotland","Unemployment rate - aged 16+",8.0
"Jan 2012-Dec 2012","North East","Economic activity rate - aged 16-64",74.0
"Jan 2012-Dec 2012","North East","Employment rate - aged 16-64",66.0
"Jan 2012-Dec 2012","North East","Unemployment rate - aged 16+",10.6
"Jan 2012-Dec 2012","North West","Economic activity rate - aged 16-64",75.3
"Jan 2012-Dec 2012","North West","Employment rate - aged 16-64",68.8
"Jan 2012-Dec 2012","North West","Unemployment rate - aged 16+",8.5
"Jan 2012-Dec 2012","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.1
"Jan 2012-Dec 2012","Yorkshire and The Humber","Employment rate - aged 16-64",68.9
"Jan 2012-Dec 2012","Yorkshire and The Humber","Unemployment rate - aged 16+",9.3
"Jan 2012-Dec 2012","East Midlands","Economic activity rate - aged 16-64",77.6
"Jan 2012-Dec 2012","East Midlands","Employment rate - aged 16-64",71.4
"Jan 2012-Dec 2012","East Midlands","Unemployment rate - aged 16+",7.9
"Jan 2012-Dec 2012","West Midlands","Economic activity rate - aged 16-64",74.9
"Jan 2012-Dec 2012","West Midlands","Employment rate - aged 16-64",68.2
"Jan 2012-Dec 2012","West Midlands","Unemployment rate - aged 16+",8.7
"Jan 2012-Dec 2012","East","Economic activity rate - aged 16-64",79.8
"Jan 2012-Dec 2012","East","Employment rate - aged 16-64",74.4
"Jan 2012-Dec 2012","East","Unemployment rate - aged 16+",6.6
"Jan 2012-Dec 2012","London","Economic activity rate - aged 16-64",75.3
"Jan 2012-Dec 2012","London","Employment rate - aged 16-64",68.2
"Jan 2012-Dec 2012","London","Unemployment rate - aged 16+",9.2
"Jan 2012-Dec 2012","South East","Economic activity rate - aged 16-64",79.6
"Jan 2012-Dec 2012","South East","Employment rate - aged 16-64",74.7
"Jan 2012-Dec 2012","South East","Unemployment rate - aged 16+",6.0
"Jan 2012-Dec 2012","South West","Economic activity rate - aged 16-64",78.4
"Jan 2012-Dec 2012","South West","Employment rate - aged 16-64",73.7
"Jan 2012-Dec 2012","South West","Unemployment rate - aged 16+",5.8
"Jan 2012-Dec 2012","Wales","Economic activity rate - aged 16-64",73.6
"Jan 2012-Dec 2012","Wales","Employment rate - aged 16-64",67.3
"Jan 2012-Dec 2012","Wales","Unemployment rate - aged 16+",8.3
"Jan 2012-Dec 2012","Scotland","Economic activity rate - aged 16-64",76.8
"Jan 2012-Dec 2012","Scotland","Employment rate - aged 16-64",70.5
"Jan 2012-Dec 2012","Scotland","Unemployment rate - aged 16+",8.0
"Apr 2012-Mar 2013","North East","Economic activity rate - aged 16-64",73.8
"Apr 2012-Mar 2013","North East","Employment rate - aged 16-64",66.3
"Apr 2012-Mar 2013","North East","Unemployment rate - aged 16+",10.0
"Apr 2012-Mar 2013","North West","Economic activity rate - aged 16-64",75.5
"Apr 2012-Mar 2013","North West","Employment rate - aged 16-64",69.1
"Apr 2012-Mar 2013","North West","Unemployment rate - aged 16+",8.3
"Apr 2012-Mar 2013","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.8
"Apr 2012-Mar 2013","Yorkshire and The Humber","Employment rate - aged 16-64",69.6
"Apr 2012-Mar 2013","Yorkshire and The Humber","Unemployment rate - aged 16+",9.1
"Apr 2012-Mar 2013","East Midlands","Economic activity rate - aged 16-64",77.4
"Apr 2012-Mar 2013","East Midlands","Employment rate - aged 16-64",71.2
"Apr 2012-Mar 2013","East Midlands","Unemployment rate - aged 16+",7.7
"Apr 2012-Mar 2013","West Midlands","Economic activity rate - aged 16-64",75.2
"Apr 2012-Mar 2013","West Midlands","Employment rate - aged 16-64",68.3
"Apr 2012-Mar 2013","West Midlands","Unemployment rate - aged 16+",8.9
"Apr 2012-Mar 2013","East","Economic activity rate - aged 16-64",79.8
"Apr 2012-Mar 2013","East","Employment rate - aged 16-64",74.4
"Apr 2012-Mar 2013","East","Unemployment rate - aged 16+",6.6
"Apr 2012-Mar 2013","London","Economic activity rate - aged 16-64",75.8
"Apr 2012-Mar 2013","London","Employment rate - aged 16-64",68.8
"Apr 2012-Mar 2013","London","Unemployment rate - aged 16+",9.1
"Apr 2012-Mar 2013","South East","Economic activity rate - aged 16-64",79.4
"Apr 2012-Mar 2013","South East","Employment rate - aged 16-64",74.4
"Apr 2012-Mar 2013","South East","Unemployment rate - aged 16+",6.1
"Apr 2012-Mar 2013","South West","Economic activity rate - aged 16-64",78.8
"Apr 2012-Mar 2013","South West","Employment rate - aged 16-64",74.0
"Apr 2012-Mar 2013","South West","Unemployment rate - aged 16+",5.9
"Apr 2012-Mar 2013","Wales","Economic activity rate - aged 16-64",73.9
"Apr 2012-Mar 2013","Wales","Employment rate - aged 16-64",67.6
"Apr 2012-Mar 2013","Wales","Unemployment rate - aged 16+",8.3
"Apr 2012-Mar 2013","Scotland","Economic activity rate - aged 16-64",76.7
"Apr 2012-Mar 2013","Scotland","Employment rate - aged 16-64",70.6
"Apr 2012-Mar 2013","Scotland","Unemployment rate - aged 16+",7.9
"Jul 2012-Jun 2013","North East","Economic activity rate - aged 16-64",73.9
"Jul 2012-Jun 2013","North East","Employment rate - aged 16-64",66.4
"Jul 2012-Jun 2013","North East","Unemployment rate - aged 16+",9.9
"Jul 2012-Jun 2013","North West","Economic activity rate - aged 16-64",75.3
"Jul 2012-Jun 2013","North West","Employment rate - aged 16-64",69.1
"Jul 2012-Jun 2013","North West","Unemployment rate - aged 16+",8.1
"Jul 2012-Jun 2013","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.7
"Jul 2012-Jun 2013","Yorkshire and The Humber","Employment rate - aged 16-64",69.6
"Jul 2012-Jun 2013","Yorkshire and The Humber","Unemployment rate - aged 16+",9.1
"Jul 2012-Jun 2013","East Midlands","Economic activity rate - aged 16-64",77.4
"Jul 2012-Jun 2013","East Midlands","Employment rate - aged 16-64",71.1
"Jul 2012-Jun 2013","East Midlands","Unemployment rate - aged 16+",7.9
"Jul 2012-Jun 2013","West Midlands","Economic activity rate - aged 16-64",76.1
"Jul 2012-Jun 2013","West Midlands","Employment rate - aged 16-64",68.9
"Jul 2012-Jun 2013","West Midlands","Unemployment rate - aged 16+",9.2
"Jul 2012-Jun 2013","East","Economic activity rate - aged 16-64",80.1
"Jul 2012-Jun 2013","East","Employment rate - aged 16-64",74.9
"Jul 2012-Jun 2013","East","Unemployment rate - aged 16+",6.5
"Jul 2012-Jun 2013","London","Economic activity rate - aged 16-64",75.8
"Jul 2012-Jun 2013","London","Employment rate - aged 16-64",68.8
"Jul 2012-Jun 2013","London","Unemployment rate - aged 16+",9.1
"Jul 2012-Jun 2013","South East","Economic activity rate - aged 16-64",79.8
"Jul 2012-Jun 2013","South East","Employment rate - aged 16-64",74.6
"Jul 2012-Jun 2013","South East","Unemployment rate - aged 16+",6.2
"Jul 2012-Jun 2013","South West","Economic activity rate - aged 16-64",79.0
"Jul 2012-Jun 2013","South West","Employment rate - aged 16-64",74.4
"Jul 2012-Jun 2013","South West","Unemployment rate - aged 16+",5.7
"Jul 2012-Jun 2013","Wales","Economic activity rate - aged 16-64",73.9
"Jul 2012-Jun 2013","Wales","Employment rate - aged 16-64",67.7
"Jul 2012-Jun 2013","Wales","Unemployment rate - aged 16+",8.2
"Jul 2012-Jun 2013","Scotland","Economic activity rate - aged 16-64",76.6
"Jul 2012-Jun 2013","Scotland","Employment rate - aged 16-64",70.4
"Jul 2012-Jun 2013","Scotland","Unemployment rate - aged 16+",7.8
"Oct 2012-Sep 2013","North East","Economic activity rate - aged 16-64",73.7
"Oct 2012-Sep 2013","North East","Employment rate - aged 16-64",66.1
"Oct 2012-Sep 2013","North East","Unemployment rate - aged 16+",10.2
"Oct 2012-Sep 2013","North West","Economic activity rate - aged 16-64",75.3
"Oct 2012-Sep 2013","North West","Employment rate - aged 16-64",69.2
"Oct 2012-Sep 2013","North West","Unemployment rate - aged 16+",7.9
"Oct 2012-Sep 2013","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.6
"Oct 2012-Sep 2013","Yorkshire and The Humber","Employment rate - aged 16-64",69.5
"Oct 2012-Sep 2013","Yorkshire and The Humber","Unemployment rate - aged 16+",9.1
"Oct 2012-Sep 2013","East Midlands","Economic activity rate - aged 16-64",77.4
"Oct 2012-Sep 2013","East Midlands","Employment rate - aged 16-64",71.2
"Oct 2012-Sep 2013","East Midlands","Unemployment rate - aged 16+",7.7
"Oct 2012-Sep 2013","West Midlands","Economic activity rate - aged 16-64",75.9
"Oct 2012-Sep 2013","West Midlands","Employment rate - aged 16-64",68.8
"Oct 2012-Sep 2013","West Midlands","Unemployment rate - aged 16+",9.2
"Oct 2012-Sep 2013","East","Economic activity rate - aged 16-64",80.1
"Oct 2012-Sep 2013","East","Employment rate - aged 16-64",75.0
"Oct 2012-Sep 2013","East","Unemployment rate - aged 16+",6.3
"Oct 2012-Sep 2013","London","Economic activity rate - aged 16-64",76.1
"Oct 2012-Sep 2013","London","Employment rate - aged 16-64",69.2
"Oct 2012-Sep 2013","London","Unemployment rate - aged 16+",8.9
"Oct 2012-Sep 2013","South East","Economic activity rate - aged 16-64",79.9
"Oct 2012-Sep 2013","South East","Employment rate - aged 16-64",74.8
"Oct 2012-Sep 2013","South East","Unemployment rate - aged 16+",6.2
"Oct 2012-Sep 2013","South West","Economic activity rate - aged 16-64",79.4
"Oct 2012-Sep 2013","South West","Employment rate - aged 16-64",74.6
"Oct 2012-Sep 2013","South West","Unemployment rate - aged 16+",5.9
"Oct 2012-Sep 2013","Wales","Economic activity rate - aged 16-64",74.5
"Oct 2012-Sep 2013","Wales","Employment rate - aged 16-64",68.3
"Oct 2012-Sep 2013","Wales","Unemployment rate - aged 16+",8.1
"Oct 2012-Sep 2013","Scotland","Economic activity rate - aged 16-64",76.6
"Oct 2012-Sep 2013","Scotland","Employment rate - aged 16-64",70.5
"Oct 2012-Sep 2013","Scotland","Unemployment rate - aged 16+",7.8
"Jan 2013-Dec 2013","North East","Economic activity rate - aged 16-64",73.8
"Jan 2013-Dec 2013","North East","Employment rate - aged 16-64",66.3
"Jan 2013-Dec 2013","North East","Unemployment rate - aged 16+",9.9
"Jan 2013-Dec 2013","North West","Economic activity rate - aged 16-64",74.9
"Jan 2013-Dec 2013","North West","Employment rate - aged 16-64",68.9
"Jan 2013-Dec 2013","North West","Unemployment rate - aged 16+",7.9
"Jan 2013-Dec 2013","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.7
"Jan 2013-Dec 2013","Yorkshire and The Humber","Employment rate - aged 16-64",69.7
"Jan 2013-Dec 2013","Yorkshire and The Humber","Unemployment rate - aged 16+",8.9
"Jan 2013-Dec 2013","East Midlands","Economic activity rate - aged 16-64",77.4
"Jan 2013-Dec 2013","East Midlands","Employment rate - aged 16-64",71.5
"Jan 2013-Dec 2013","East Midlands","Unemployment rate - aged 16+",7.4
"Jan 2013-Dec 2013","West Midlands","Economic activity rate - aged 16-64",75.7
"Jan 2013-Dec 2013","West Midlands","Employment rate - aged 16-64",69.1
"Jan 2013-Dec 2013","West Midlands","Unemployment rate - aged 16+",8.5
"Jan 2013-Dec 2013","East","Economic activity rate - aged 16-64",80.3
"Jan 2013-Dec 2013","East","Employment rate - aged 16-64",75.3
"Jan 2013-Dec 2013","East","Unemployment rate - aged 16+",6.1
"Jan 2013-Dec 2013","London","Economic activity rate - aged 16-64",76.3
"Jan 2013-Dec 2013","London","Employment rate - aged 16-64",69.5
"Jan 2013-Dec 2013","London","Unemployment rate - aged 16+",8.7
"Jan 2013-Dec 2013","South East","Economic activity rate - aged 16-64",80.0
"Jan 2013-Dec 2013","South East","Employment rate - aged 16-64",75.4
"Jan 2013-Dec 2013","South East","Unemployment rate - aged 16+",5.7
"Jan 2013-Dec 2013","South West","Economic activity rate - aged 16-64",79.4
"Jan 2013-Dec 2013","South West","Employment rate - aged 16-64",74.7
"Jan 2013-Dec 2013","South West","Unemployment rate - aged 16+",5.8
"Jan 2013-Dec 2013","Wales","Economic activity rate - aged 16-64",75.0
"Jan 2013-Dec 2013","Wales","Employment rate - aged 16-64",68.9
"Jan 2013-Dec 2013","Wales","Unemployment rate - aged 16+",7.9
"Jan 2013-Dec 2013","Scotland","Economic activity rate - aged 16-64",76.9
"Jan 2013-Dec 2013","Scotland","Employment rate - aged 16-64",70.8
"Jan 2013-Dec 2013","Scotland","Unemployment rate - aged 16+",7.7
"Apr 2013-Mar 2014","North East","Economic activity rate - aged 16-64",74.4
"Apr 2013-Mar 2014","North East","Employment rate - aged 16-64",67.1
"Apr 2013-Mar 2014","North East","Unemployment rate - aged 16+",9.7
"Apr 2013-Mar 2014","North West","Economic activity rate - aged 16-64",74.9
"Apr 2013-Mar 2014","North West","Employment rate - aged 16-64",68.9
"Apr 2013-Mar 2014","North West","Unemployment rate - aged 16+",7.8
"Apr 2013-Mar 2014","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.6
"Apr 2013-Mar 2014","Yorkshire and The Humber","Employment rate - aged 16-64",69.9
"Apr 2013-Mar 2014","Yorkshire and The Humber","Unemployment rate - aged 16+",8.5
"Apr 2013-Mar 2014","East Midlands","Economic activity rate - aged 16-64",77.6
"Apr 2013-Mar 2014","East Midlands","Employment rate - aged 16-64",72.0
"Apr 2013-Mar 2014","East Midlands","Unemployment rate - aged 16+",7.1
"Apr 2013-Mar 2014","West Midlands","Economic activity rate - aged 16-64",75.5
"Apr 2013-Mar 2014","West Midlands","Employment rate - aged 16-64",69.2
"Apr 2013-Mar 2014","West Midlands","Unemployment rate - aged 16+",8.2
"Apr 2013-Mar 2014","East","Economic activity rate - aged 16-64",80.2
"Apr 2013-Mar 2014","East","Employment rate - aged 16-64",75.4
"Apr 2013-Mar 2014","East","Unemployment rate - aged 16+",5.8
"Apr 2013-Mar 2014","London","Economic activity rate - aged 16-64",76.3
"Apr 2013-Mar 2014","London","Employment rate - aged 16-64",69.8
"Apr 2013-Mar 2014","London","Unemployment rate - aged 16+",8.4
"Apr 2013-Mar 2014","South East","Economic activity rate - aged 16-64",79.9
"Apr 2013-Mar 2014","South East","Employment rate - aged 16-64",75.5
"Apr 2013-Mar 2014","South East","Unemployment rate - aged 16+",5.4
"Apr 2013-Mar 2014","South West","Economic activity rate - aged 16-64",79.1
"Apr 2013-Mar 2014","South West","Employment rate - aged 16-64",74.8
"Apr 2013-Mar 2014","South West","Unemployment rate - aged 16+",5.3
